"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"552","Ealing, London","662","Hillingdon, 00AS (662)","3/1/2020 - 3/31/2020, Every day, Daily Average",1053,787,1408
"552","Ealing, London","663","Hillingdon, 00AS (663)","3/1/2020 - 3/31/2020, Every day, Daily Average",1448,1124,1864
"552","Ealing, London","664","Hammersmith and Fulham, 00AN (664)","3/1/2020 - 3/31/2020, Every day, Daily Average",898,597,1350
"552","Ealing, London","665","Hammersmith and Fulham, 00AN (665)","3/1/2020 - 3/31/2020, Every day, Daily Average",875,583,1313
"552","Ealing, London","666","Hammersmith and Fulham, 00AN (666)","3/1/2020 - 3/31/2020, Every day, Daily Average",993,673,1463
"552","Ealing, London","667","Hammersmith and Fulham, 00AN (667)","3/1/2020 - 3/31/2020, Every day, Daily Average",948,666,1349
"552","Ealing, London","668","Haringey, 00AP (668)","3/1/2020 - 3/31/2020, Every day, Daily Average",2232,1711,2911
"552","Ealing, London","669","Hammersmith and Fulham, 00AN (669)","3/1/2020 - 3/31/2020, Every day, Daily Average",1360,875,2112
"552","Ealing, London","670","Haringey, 00AP (670)","3/1/2020 - 3/31/2020, Every day, Daily Average",1525,1237,1879
"552","Ealing, London","672","Hillingdon, 00AS (672)","3/1/2020 - 3/31/2020, Every day, Daily Average",1018,781,1325
"552","Ealing, London","673","Hillingdon, 00AS (673)","3/1/2020 - 3/31/2020, Every day, Daily Average",847,627,1142
"552","Ealing, London","674","Hillingdon, 00AS (674)","3/1/2020 - 3/31/2020, Every day, Daily Average",1041,804,1347
"552","Ealing, London","675","Hillingdon, 00AS (675)","3/1/2020 - 3/31/2020, Every day, Daily Average",924,702,1214
"552","Ealing, London","676","Hillingdon, 00AS (676)","3/1/2020 - 3/31/2020, Every day, Daily Average",1606,1238,2082
"552","Ealing, London","677","Hammersmith and Fulham, 00AN (677)","3/1/2020 - 3/31/2020, Every day, Daily Average",1246,853,1819
"552","Ealing, London","678","Hammersmith and Fulham, 00AN (678)","3/1/2020 - 3/31/2020, Every day, Daily Average",958,701,1309
"552","Ealing, London","679","Hammersmith and Fulham, 00AN (679)","3/1/2020 - 3/31/2020, Every day, Daily Average",890,632,1252
"552","Ealing, London","680","Hammersmith and Fulham, 00AN (680)","3/1/2020 - 3/31/2020, Every day, Daily Average",1003,729,1378
"552","Ealing, London","681","Hammersmith and Fulham, 00AN (681)","3/1/2020 - 3/31/2020, Every day, Daily Average",1101,803,1508
"552","Ealing, London","682","Hammersmith and Fulham, 00AN (682)","3/1/2020 - 3/31/2020, Every day, Daily Average",1150,800,1652
"552","Ealing, London","683","Hammersmith and Fulham, 00AN (683)","3/1/2020 - 3/31/2020, Every day, Daily Average",1276,920,1768
"552","Ealing, London","684","Hammersmith and Fulham, 00AN (684)","3/1/2020 - 3/31/2020, Every day, Daily Average",1115,811,1532
"552","Ealing, London","685","Hammersmith and Fulham, 00AN (685)","3/1/2020 - 3/31/2020, Every day, Daily Average",1471,1089,1986
"552","Ealing, London","686","Hammersmith and Fulham, 00AN (686)","3/1/2020 - 3/31/2020, Every day, Daily Average",1510,1080,2110
"552","Ealing, London","687","Hammersmith and Fulham, 00AN (687)","3/1/2020 - 3/31/2020, Every day, Daily Average",1369,979,1913
"552","Ealing, London","688","Hammersmith and Fulham, 00AN (688)","3/1/2020 - 3/31/2020, Every day, Daily Average",1207,795,1831
"552","Ealing, London","689","Hammersmith and Fulham, 00AN (689)","3/1/2020 - 3/31/2020, Every day, Daily Average",1546,1109,2155
"552","Ealing, London","690","Hammersmith and Fulham, 00AN (690)","3/1/2020 - 3/31/2020, Every day, Daily Average",1359,920,2007
"552","Ealing, London","691","Harrow, 00AQ (691)","3/1/2020 - 3/31/2020, Every day, Daily Average",1115,836,1486
"552","Ealing, London","692","Haringey, 00AP (692)","3/1/2020 - 3/31/2020, Every day, Daily Average",1924,1484,2493
"552","Ealing, London","693","Harrow, 00AQ (693)","3/1/2020 - 3/31/2020, Every day, Daily Average",1326,1004,1751
"552","Ealing, London","694","Harrow, 00AQ (694)","3/1/2020 - 3/31/2020, Every day, Daily Average",1356,1088,1689
"552","Ealing, London","695","Harrow, 00AQ (695)","3/1/2020 - 3/31/2020, Every day, Daily Average",1180,891,1561
"552","Ealing, London","696","Harrow, 00AQ (696)","3/1/2020 - 3/31/2020, Every day, Daily Average",1223,947,1578
"552","Ealing, London","699","Haringey, 00AP (699)","3/1/2020 - 3/31/2020, Every day, Daily Average",1826,1461,2281
"552","Ealing, London","700","Harrow, 00AQ (700)","3/1/2020 - 3/31/2020, Every day, Daily Average",1294,1081,1548
"552","Ealing, London","701","Harrow, 00AQ (701)","3/1/2020 - 3/31/2020, Every day, Daily Average",1083,729,1607
"552","Ealing, London","702","Harrow, 00AQ (702)","3/1/2020 - 3/31/2020, Every day, Daily Average",1176,900,1535
"552","Ealing, London","703","Haringey, 00AP (703)","3/1/2020 - 3/31/2020, Every day, Daily Average",1490,1203,1845
"552","Ealing, London","705","Harrow, 00AQ (705)","3/1/2020 - 3/31/2020, Every day, Daily Average",1255,984,1600
"552","Ealing, London","706","Harrow, 00AQ (706)","3/1/2020 - 3/31/2020, Every day, Daily Average",1391,1076,1797
"552","Ealing, London","707","Harrow, 00AQ (707)","3/1/2020 - 3/31/2020, Every day, Daily Average",1484,1138,1934
"552","Ealing, London","708","Harrow, 00AQ (708)","3/1/2020 - 3/31/2020, Every day, Daily Average",1548,1201,1995
"552","Ealing, London","710","Hillingdon, 00AS (710)","3/1/2020 - 3/31/2020, Every day, Daily Average",1696,1280,2245
"552","Ealing, London","712","Hillingdon, 00AS (712)","3/1/2020 - 3/31/2020, Every day, Daily Average",1367,1102,1695
"552","Ealing, London","713","Hillingdon, 00AS (713)","3/1/2020 - 3/31/2020, Every day, Daily Average",1448,1065,1968
"552","Ealing, London","714","Hillingdon, 00AS (714)","3/1/2020 - 3/31/2020, Every day, Daily Average",1206,1009,1440
"552","Ealing, London","715","Hillingdon, 00AS (715)","3/1/2020 - 3/31/2020, Every day, Daily Average",1187,954,1476
"552","Ealing, London","716","Hillingdon, 00AS (716)","3/1/2020 - 3/31/2020, Every day, Daily Average",1186,899,1564
"552","Ealing, London","717","Hillingdon, 00AS (717)","3/1/2020 - 3/31/2020, Every day, Daily Average",1120,880,1425
"552","Ealing, London","718","Hillingdon, 00AS (718)","3/1/2020 - 3/31/2020, Every day, Daily Average",1075,797,1448
"552","Ealing, London","719","Hillingdon, 00AS (719)","3/1/2020 - 3/31/2020, Every day, Daily Average",957,677,1351
"552","Ealing, London","720","Hounslow, 00AT (720)","3/1/2020 - 3/31/2020, Every day, Daily Average",1138,862,1502
"552","Ealing, London","721","Hounslow, 00AT (721)","3/1/2020 - 3/31/2020, Every day, Daily Average",989,750,1302
"552","Ealing, London","722","Hounslow, 00AT (722)","3/1/2020 - 3/31/2020, Every day, Daily Average",1260,986,1608
"552","Ealing, London","723","Hounslow, 00AT (723)","3/1/2020 - 3/31/2020, Every day, Daily Average",974,708,1339
"552","Ealing, London","724","Hounslow, 00AT (724)","3/1/2020 - 3/31/2020, Every day, Daily Average",1083,850,1379
"552","Ealing, London","725","Hounslow, 00AT (725)","3/1/2020 - 3/31/2020, Every day, Daily Average",1306,1024,1665
"552","Ealing, London","726","Hounslow, 00AT (726)","3/1/2020 - 3/31/2020, Every day, Daily Average",1226,925,1624
"552","Ealing, London","727","Hounslow, 00AT (727)","3/1/2020 - 3/31/2020, Every day, Daily Average",1190,917,1543
"552","Ealing, London","728","Hounslow, 00AT (728)","3/1/2020 - 3/31/2020, Every day, Daily Average",1346,1021,1773
"552","Ealing, London","729","Hounslow, 00AT (729)","3/1/2020 - 3/31/2020, Every day, Daily Average",1152,797,1663
"552","Ealing, London","730","Hounslow, 00AT (730)","3/1/2020 - 3/31/2020, Every day, Daily Average",1350,1058,1722
