"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"573","Camden, 00AG (573)","174","Haringey, 00AP (174)","3/1/2020 - 3/31/2020, Every day, Daily Average",1668,1278,2176
"573","Camden, 00AG (573)","175","Haringey, 00AP (175)","3/1/2020 - 3/31/2020, Every day, Daily Average",1656,1255,2183
"573","Camden, 00AG (573)","176","Haringey, 00AP (176)","3/1/2020 - 3/31/2020, Every day, Daily Average",1733,1346,2230
"573","Camden, 00AG (573)","177","Haringey, 00AP (177)","3/1/2020 - 3/31/2020, Every day, Daily Average",1586,1187,2118
"573","Camden, 00AG (573)","178","Haringey, 00AP (178)","3/1/2020 - 3/31/2020, Every day, Daily Average",1656,1232,2224
"573","Camden, 00AG (573)","179","Haringey, 00AP (179)","3/1/2020 - 3/31/2020, Every day, Daily Average",1695,1256,2286
"573","Camden, 00AG (573)","180","Haringey, 00AP (180)","3/1/2020 - 3/31/2020, Every day, Daily Average",1567,1140,2152
"573","Camden, 00AG (573)","181","Haringey, 00AP (181)","3/1/2020 - 3/31/2020, Every day, Daily Average",1485,1106,1992
"573","Camden, 00AG (573)","182","Haringey, 00AP (182)","3/1/2020 - 3/31/2020, Every day, Daily Average",1583,1212,2066
"573","Camden, 00AG (573)","183","Haringey, 00AP (183)","3/1/2020 - 3/31/2020, Every day, Daily Average",1744,1298,2342
"573","Camden, 00AG (573)","184","Haringey, 00AP (184)","3/1/2020 - 3/31/2020, Every day, Daily Average",1437,1075,1919
"573","Camden, 00AG (573)","185","Haringey, 00AP (185)","3/1/2020 - 3/31/2020, Every day, Daily Average",1314,968,1783
"573","Camden, 00AG (573)","186","Haringey, 00AP (186)","3/1/2020 - 3/31/2020, Every day, Daily Average",1479,1105,1978
"573","Camden, 00AG (573)","187","Haringey, 00AP (187)","3/1/2020 - 3/31/2020, Every day, Daily Average",1481,1138,1926
"573","Camden, 00AG (573)","188","Haringey, 00AP (188)","3/1/2020 - 3/31/2020, Every day, Daily Average",1518,1148,2007
"573","Camden, 00AG (573)","189","Harrow, 00AQ (189)","3/1/2020 - 3/31/2020, Every day, Daily Average",2728,2186,3403
"573","Camden, 00AG (573)","190","Harrow, 00AQ (190)","3/1/2020 - 3/31/2020, Every day, Daily Average",2900,2340,3592
"573","Camden, 00AG (573)","191","Harrow, 00AQ (191)","3/1/2020 - 3/31/2020, Every day, Daily Average",2199,1680,2877
"573","Camden, 00AG (573)","192","Harrow, 00AQ (192)","3/1/2020 - 3/31/2020, Every day, Daily Average",2803,2154,3646
